01:04,01:14,biao
03:15,03:21,zhang
03:35,03:40,bai
04:25,04:36,gao
04:53,05:04,bai
06:40,06:47,bai
07:17,07:29,gao
08:19,08:31,bai
08:41,08:50,kai
09:43,09:53,kai
10:11,10:23,gao
